,operator_id,vehicle_id,final_soc,final_node_index,final_time
0,0,0,0.9439028019659923,2974,8300.642750154815
1,0,1,0.8499349680542239,2987,7672.846623458572
2,0,2,0.71580633339966,2993,7408.154206022784
3,0,3,0.5997291359497461,2966,7418.1501161595415
4,0,4,0.7515224677385091,2993,7657.533021310017
